user_id,item_id,rating,timestamp
196,242,0,0.007460906186130263
196,393,1,0.007461951086302341
196,381,1,0.007461796752031848
196,251,0,0.007461277731596264
196,655,1,0.007461871061125048
196,67,1,0.007462127141692384
196,306,1,0.007460988497741192
196,238,1,0.007461901927979147
196,663,1,0.007462005960709627
196,111,1,0.007461871061125048
196,580,0,0.007462171727148304
196,25,1,0.0074620562622496394
196,286,1,0.007460906186130263
196,94,0,0.007462304340299247
196,692,1,0.007462127141692384
196,8,1,0.00746182533245231
196,428,1,0.007461767028394567
196,1118,1,0.007462254038759234
196,70,0,0.007461927078749153
196,66,0,0.007462005960709627
196,257,0,0.00746162412629226
196,108,1,0.007462233460856502
196,202,0,0.007461796752031848
196,340,0,0.007461015934944836
196,287,0,0.007461975093855528
196,116,0,0.00746182533245231
196,382,1,0.007461928221965971
196,285,1,0.00746182533245231
196,1241,0,0.00746169843538546
196,1007,1,0.007461651563495902
196,411,1,0.007462210596520132
196,153,1,0.007461901927979147
196,13,0,0.0074620562622496394
196,762,0,0.0074620562622496394
196,173,0,0.007461901927979147
196,1022,1,0.007461127970193045
196,845,1,0.007462055119032821
196,269,0,0.007460906186130263
196,110,0,0.007462456388136103
186,302,0,0.01942671997913492
186,566,1,0.004914635371395876
186,250,0,0.004914571351254042
186,148,1,0.019429042995710046
186,263,0,0.004914530195448577
186,470,1,0.00491466966790043
186,983,0,0.00491405118760164
186,281,1,0.004914323273204435
186,385,1,0.004914899454480942
186,588,1,0.004915632256461579
186,406,0,0.004914188373619855
186,925,1,0.00491405118760164
186,977,0,0.004914189516836674
186,322,1,0.004913793963817485
186,53,0,0.004914885735879121
186,333,0,0.019427952366865228
186,591,1,0.004913960873472981
186,742,0,0.004913960873472981
186,770,0,0.004914813713219557
186,550,1,0.0049150034872114225
186,237,0,0.00491494518315368
186,1277,1,0.004914651376431335
186,1253,1,0.019429042995710046
186,71,1,0.004915632256461579
186,554,0,0.004914735974475901
186,257,1,0.019429042995710046
186,44,1,0.004914482180342202
186,117,1,0.004914571351254042
186,327,0,0.019426793145011303
186,288,0,0.004913715081857011
186,225,1,0.004915189831552832
186,988,1,0.019429044138926863
186,31,1,0.004914482180342202
186,939,1,0.004914482180342202
186,546,1,0.019429044138926863
186,100,1,0.004914008888579357
186,338,0,0.017255281378755153
186,717,0,0.0049141540771153016
186,118,0,0.0049141540771153016
186,226,1,0.0049146365146126945
186,300,1,0.004913715081857011
186,299,0,0.0057117993156955635
186,596,1,0.004915545371983375
186,95,0,0.004915632256461579
186,243,0,0.004915133813928728
186,1016,1,0.004914612507059507
186,79,1,0.004914403298381728
186,306,1,0.01942666053186036
186,106,0,0.0049141540771153016
186,829,1,0.019429044138926863
186,934,0,0.004914984052525508
186,1399,0,0.01942762083398787
186,754,0,0.01942666053186036
186,595,0,0.004914323273204435
186,121,0,0.0049139620166898
186,568,1,0.004915036640499157
186,303,0,0.019426944049631342
186,332,1,0.019429044138926863
186,540,1,0.004915036640499157
186,1046,0,0.004914735974475901
186,98,1,0.019429140169139613
186,56,0,0.004914403298381728
186,880,0,0.019427815180847012
186,203,1,0.004914482180342202
186,1336,0,0.004915416188482889
186,1083,0,0.004914562205519495
186,291,1,0.004913960873472981
186,356,1,0.004914635371395876
186,684,1,0.004914562205519495
186,38,1,0.004914703964404984
186,477,1,0.019429044138926863
186,258,0,0.005711705571916449
186,298,0,0.004913960873472981
186,820,0,0.00491541504526607
186,1033,0,0.004915262997429214
186,887,1,0.019426741700254473
186,330,1,0.019427058371313186
186,689,1,0.017254774933704572
186,159,1,0.004914703964404984
