user_id,item_id,rating,timestamp
196,242,0,6526239
196,393,1,6527153
196,381,1,6527018
196,251,0,6526564
196,655,1,6527083
196,67,1,6527307
196,306,1,6526311
196,238,1,6527110
196,663,1,6527201
196,111,1,6527083
196,580,0,6527346
196,25,1,6527245
196,286,1,6526239
196,94,0,6527462
196,692,1,6527307
196,8,1,6527043
196,428,1,6526992
196,1118,1,6527418
196,70,0,6527132
196,66,0,6527201
196,257,0,6526867
196,108,1,6527400
196,202,0,6527018
196,340,0,6526335
196,287,0,6527174
196,116,0,6527043
196,382,1,6527133
196,285,1,6527043
196,1241,0,6526932
196,1007,1,6526891
196,411,1,6527380
196,153,1,6527110
196,13,0,6527245
196,762,0,6527245
196,173,0,6527110
196,1022,1,6526433
196,845,1,6527244
196,269,0,6526239
196,110,0,6527595
186,302,0,16993032
186,566,1,4298953
186,250,0,4298897
186,148,1,16995064
186,263,0,4298861
186,470,1,4298983
186,983,0,4298442
186,281,1,4298680
186,385,1,4299184
186,588,1,4299825
186,406,0,4298562
186,925,1,4298442
186,977,0,4298563
186,322,1,4298217
186,53,0,4299172
186,333,0,16994110
186,591,1,4298363
186,742,0,4298363
186,770,0,4299109
186,550,1,4299275
186,237,0,4299224
186,1277,1,4298967
186,1253,1,16995064
186,71,1,4299825
186,554,0,4299041
186,257,1,16995064
186,44,1,4298819
186,117,1,4298897
186,327,0,16993096
186,288,0,4298148
186,225,1,4299438
186,988,1,16995065
186,31,1,4298819
186,939,1,4298819
186,546,1,16995065
186,100,1,4298405
186,338,0,15093621
186,717,0,4298532
186,118,0,4298532
186,226,1,4298954
186,300,1,4298148
186,299,0,4996252
186,596,1,4299749
186,95,0,4299825
186,243,0,4299389
186,1016,1,4298933
186,79,1,4298750
186,306,1,16992980
186,106,0,4298532
186,829,1,16995065
186,934,0,4299258
186,1399,0,16993820
186,754,0,16992980
186,595,0,4298680
186,121,0,4298364
186,568,1,4299304
186,303,0,16993228
186,332,1,16995065
186,540,1,4299304
186,1046,0,4299041
186,98,1,16995149
186,56,0,4298750
186,880,0,16993990
186,203,1,4298819
186,1336,0,4299636
186,1083,0,4298889
186,291,1,4298363
186,356,1,4298953
186,684,1,4298889
186,38,1,4299013
186,477,1,16995065
186,258,0,4996170
186,298,0,4298363
186,820,0,4299635
186,1033,0,4299502
