2024-03-11 11:38:02,078:	Model:	CAGSRec with 2 variant
2024-03-11 11:38:02,078:	CAGSRec(
  (long_term_gnn): LongTermGNN(
    (conv_modulelist): ModuleList(
      (0-2): 3 x ImprovedGNNunit(32, 32, num_relations=4)
    )
  )
  (short_term_gnn): ShortTermGNN(
    (conv_modulelist): ModuleList(
      (0-2): 3 x ImprovedGNNunit(32, 32, num_relations=4)
    )
  )
  (temporal_seq_attn_layer): TemporalSequentialAttentionLayer_v2(
    (drop_layer): Dropout(p=0.1, inplace=False)
    (feedforward): Sequential(
      (0): Linear(in_features=192, out_features=192, bias=True)
      (1): LayerNorm((192,), eps=1e-08, elementwise_affine=True)
    )
  )
  (cross_attn_layer): CrossAttentionLayer_v2(
    (drop_layer): Dropout(p=0.1, inplace=False)
    (feedforward): Sequential(
      (0): Linear(in_features=192, out_features=192, bias=True)
      (1): LayerNorm((192,), eps=1e-08, elementwise_affine=True)
    )
  )
  (predict_emb_w): Embedding(1439, 192, padding_idx=0)
  (predict_emb_b): Embedding(1439, 1, padding_idx=0)
  (node_embeddings): Embedding(2012, 32, padding_idx=0)
)
2024-03-11 11:38:02,078:	Optimizer:	Adam with initial lr = 0.001, l2 = 0.0001
2024-03-11 11:38:02,078:	LR Scheduler:	LinearLR
2024-03-11 11:38:08,834:	Epoch 1/500:	Loss: 1.0108	P@10: 0.0444	R@10: 0.0222	MAP@10: 0.0146	NDCG@10: 0.0446	HR@10: 0.3592
2024-03-11 11:38:14,910:	Epoch 2/500:	Loss: 1.1067	P@10: 0.0518	R@10: 0.0259	MAP@10: 0.0138	NDCG@10: 0.0465	HR@10: 0.4243
2024-03-11 11:38:20,876:	Epoch 3/500:	Loss: 1.0567	P@10: 0.0620	R@10: 0.0310	MAP@10: 0.0239	NDCG@10: 0.0669	HR@10: 0.4736
2024-03-11 11:38:26,830:	Epoch 4/500:	Loss: 1.1153	P@10: 0.0725	R@10: 0.0363	MAP@10: 0.0214	NDCG@10: 0.0669	HR@10: 0.5246
2024-03-11 11:38:32,713:	Epoch 5/500:	Loss: 1.0023	P@10: 0.0748	R@10: 0.0374	MAP@10: 0.0306	NDCG@10: 0.0819	HR@10: 0.5335
2024-03-11 11:38:38,678:	Epoch 6/500:	Loss: 0.8973	P@10: 0.0711	R@10: 0.0356	MAP@10: 0.0275	NDCG@10: 0.0756	HR@10: 0.5141
2024-03-11 11:38:44,871:	Epoch 7/500:	Loss: 0.8847	P@10: 0.0776	R@10: 0.0388	MAP@10: 0.0324	NDCG@10: 0.0840	HR@10: 0.5211
2024-03-11 11:38:50,804:	Epoch 8/500:	Loss: 0.8322	P@10: 0.0588	R@10: 0.0294	MAP@10: 0.0258	NDCG@10: 0.0682	HR@10: 0.4472
2024-03-11 11:38:56,765:	Epoch 9/500:	Loss: 0.8304	P@10: 0.0720	R@10: 0.0360	MAP@10: 0.0238	NDCG@10: 0.0704	HR@10: 0.5176
2024-03-11 11:39:02,806:	Epoch 10/500:	Loss: 0.8203	P@10: 0.0748	R@10: 0.0374	MAP@10: 0.0219	NDCG@10: 0.0684	HR@10: 0.5440
2024-03-11 11:39:09,208:	Epoch 11/500:	Loss: 0.8023	P@10: 0.0884	R@10: 0.0442	MAP@10: 0.0346	NDCG@10: 0.0932	HR@10: 0.5845
2024-03-11 11:39:15,368:	Epoch 12/500:	Loss: 0.7806	P@10: 0.0820	R@10: 0.0410	MAP@10: 0.0340	NDCG@10: 0.0892	HR@10: 0.5528
2024-03-11 11:39:21,297:	Epoch 13/500:	Loss: 0.7792	P@10: 0.0796	R@10: 0.0398	MAP@10: 0.0309	NDCG@10: 0.0839	HR@10: 0.5458
2024-03-11 11:39:27,213:	Epoch 14/500:	Loss: 0.7595	P@10: 0.0836	R@10: 0.0418	MAP@10: 0.0269	NDCG@10: 0.0794	HR@10: 0.5757
2024-03-11 11:39:33,136:	Epoch 15/500:	Loss: 0.7496	P@10: 0.0873	R@10: 0.0437	MAP@10: 0.0309	NDCG@10: 0.0867	HR@10: 0.5880
2024-03-11 11:39:39,068:	Epoch 16/500:	Loss: 0.7344	P@10: 0.0931	R@10: 0.0466	MAP@10: 0.0368	NDCG@10: 0.0973	HR@10: 0.5915
2024-03-11 11:39:45,036:	Epoch 17/500:	Loss: 0.7238	P@10: 0.0915	R@10: 0.0458	MAP@10: 0.0373	NDCG@10: 0.0981	HR@10: 0.5951
2024-03-11 11:39:50,920:	Epoch 18/500:	Loss: 0.7132	P@10: 0.0813	R@10: 0.0407	MAP@10: 0.0310	NDCG@10: 0.0851	HR@10: 0.5563
